date,nav_per_unit,short_name
2015-07-17,23068.94,DCDS
2015-07-20,22912.22,DCDS
2015-07-21,22863.64,DCDS
2015-07-22,23321.11,DCDS
2015-07-23,23346.13,DCDS
2015-07-24,23511.9,DCDS
2015-07-27,23763.57,DCDS
2015-07-28,23718.4,DCDS
2015-07-29,23582.25,DCDS
2015-07-30,23561.73,DCDS
2015-07-31,23461.76,DCDS
2015-08-03,23136.53,DCDS
2015-08-04,23054.31,DCDS
2015-08-05,23398.28,DCDS
2015-08-06,23349.06,DCDS
2015-08-07,23479.39,DCDS
2015-08-10,23907.06,DCDS
2015-08-11,23793.2,DCDS
2015-08-12,23537.25,DCDS
2015-08-13,23279.7,DCDS
2015-08-14,23201.36,DCDS
2015-08-17,22748.63,DCDS
2015-08-18,22967.52,DCDS
2015-08-19,23011.85,DCDS
2015-08-20,22710.99,DCDS
2015-08-21,22386.27,DCDS
2015-08-24,21362.83,DCDS
2015-08-25,21428.93,DCDS
2015-08-26,22015.7,DCDS
2015-08-27,22191.72,DCDS
2015-08-28,22513.52,DCDS
2015-08-31,22256.1,DCDS
2015-09-01,22314.46,DCDS
2015-09-03,22009.98,DCDS
2015-09-04,22045.07,DCDS
2015-09-07,21946.76,DCDS
2015-09-08,22275.9,DCDS
2015-09-09,22496.14,DCDS
2015-09-10,22509.22,DCDS
2015-09-11,22393.85,DCDS
2015-09-14,22358.99,DCDS
2015-09-15,22398.64,DCDS
2015-09-16,22347.07,DCDS
2015-09-17,22335.5,DCDS
2015-09-18,22631.7,DCDS
2015-09-21,22894.18,DCDS
2015-09-22,22989.91,DCDS
2015-09-23,22939.09,DCDS
2015-09-24,22966.58,DCDS
2015-09-25,22982.85,DCDS
2015-09-28,22777.13,DCDS
2015-09-29,22651.93,DCDS
2015-09-30,22699.37,DCDS
2015-10-01,22761.7,DCDS
2015-10-02,22777.45,DCDS
2015-10-05,23034.08,DCDS
2015-10-06,23386.03,DCDS
2015-10-07,23236.28,DCDS
2015-10-08,23451.51,DCDS
2015-10-09,23382.42,DCDS
2015-10-12,23478.54,DCDS
2015-10-13,23454.15,DCDS
2015-10-14,23545.89,DCDS
2015-10-15,23599.55,DCDS
2015-10-16,23653.03,DCDS
2015-10-19,23808.09,DCDS
2015-10-20,23647.11,DCDS
2015-10-21,23593.69,DCDS
2015-10-22,23742.53,DCDS
2015-10-23,23959.98,DCDS
2015-10-26,23881.41,DCDS
2015-10-27,23909.82,DCDS
2015-10-28,23992.3,DCDS
2015-10-29,24235.34,DCDS
2015-10-30,24241.77,DCDS
2015-10-31,24241.34,DCDS
2015-11-02,23972.57,DCDS
2015-11-03,24388.17,DCDS
2015-11-04,24267.62,DCDS
2015-11-05,24505.71,DCDS
2015-11-06,24427.3,DCDS
2015-11-09,24220.49,DCDS
2015-11-10,24092.43,DCDS
2015-11-11,24055.43,DCDS
2015-11-12,24290.43,DCDS
2015-11-13,24638.54,DCDS
2015-11-16,24659.99,DCDS
2015-11-17,24379.12,DCDS
2015-11-18,24334.32,DCDS
2015-11-19,24199.41,DCDS
2015-11-20,24269.0,DCDS
2015-11-23,24081.17,DCDS
2015-11-24,23764.01,DCDS
2015-11-25,23903.8,DCDS
2015-11-26,23671.54,DCDS
2015-11-27,23444.08,DCDS
2015-11-30,23237.89,DCDS
2015-12-01,23238.11,DCDS
2015-12-02,23411.65,DCDS
2015-12-03,23426.33,DCDS
2015-12-04,23289.05,DCDS
2015-12-07,23106.61,DCDS
2015-12-08,23552.74,DCDS
2015-12-09,23294.05,DCDS
2015-12-10,23138.96,DCDS
2015-12-11,23247.77,DCDS
2015-12-14,23253.19,DCDS
2015-12-15,23530.48,DCDS
2015-12-16,23685.13,DCDS
2015-12-17,23829.67,DCDS
2015-12-18,23607.0,DCDS
2015-12-21,23491.16,DCDS
2015-12-22,23345.98,DCDS
2015-12-23,23256.53,DCDS
2015-12-24,23285.86,DCDS
2015-12-25,23261.91,DCDS
2015-12-28,23340.91,DCDS
2015-12-29,23520.53,DCDS
2015-12-30,23580.3,DCDS
2015-12-31,23598.97,DCDS
2016-01-03,23597.97,DCDS
2016-01-04,23481.89,DCDS
2016-01-05,23323.41,DCDS
2016-01-06,23460.86,DCDS
2016-01-07,23081.1,DCDS
2016-01-08,22909.52,DCDS
2016-01-11,22766.67,DCDS
2016-01-12,23118.65,DCDS
2016-01-13,23049.8,DCDS
2016-01-14,22845.35,DCDS
2016-01-15,22592.73,DCDS
2016-01-18,22131.79,DCDS
2016-01-19,22423.08,DCDS
2016-01-20,22274.93,DCDS
2016-01-21,22139.06,DCDS
2016-01-22,22094.14,DCDS
2016-01-25,22692.99,DCDS
2016-01-26,22336.62,DCDS
2016-01-27,22535.28,DCDS
2016-01-28,22482.83,DCDS
2016-01-29,22613.8,DCDS
2016-01-31,22613.4,DCDS
2016-02-01,22515.86,DCDS
2016-02-02,22408.97,DCDS
2016-02-03,22484.84,DCDS
2016-02-04,22629.2,DCDS
2016-02-05,22726.92,DCDS
2016-02-14,22725.15,DCDS
2016-02-15,22739.71,DCDS
2016-02-16,22996.25,DCDS
2016-02-17,23109.06,DCDS
2016-02-18,23322.61,DCDS
2016-02-19,23340.21,DCDS
2016-02-21,23339.48,DCDS
2016-02-22,23520.55,DCDS
2016-02-23,23434.44,DCDS
2016-02-24,23548.38,DCDS
2016-02-25,23385.92,DCDS
2016-02-26,23578.82,DCDS
2016-02-28,23578.11,DCDS
2016-02-29,23480.0,DCDS
2016-03-01,23589.01,DCDS
2016-03-02,23788.73,DCDS
2016-03-03,23854.82,DCDS
2016-03-04,24075.19,DCDS
2016-03-06,24074.44,DCDS
2016-03-07,24059.06,DCDS
2016-03-08,23929.8,DCDS
2016-03-09,23990.69,DCDS
2016-03-10,24194.95,DCDS
2016-03-11,24277.8,DCDS
2016-03-13,24276.96,DCDS
2016-03-14,24158.91,DCDS
2016-03-15,24109.95,DCDS
2016-03-16,24254.47,DCDS
2016-03-17,24348.92,DCDS
2016-03-18,24319.04,DCDS
2016-03-20,24318.18,DCDS
2016-03-21,24152.28,DCDS
2016-03-22,24063.2,DCDS
2016-03-23,24206.45,DCDS
2016-03-24,24162.88,DCDS
2016-03-25,24070.24,DCDS
2016-03-27,24069.36,DCDS
2016-03-28,24205.98,DCDS
2016-03-29,24088.83,DCDS
2016-03-30,24207.9,DCDS
2016-03-31,23849.99,DCDS
2016-04-01,23772.84,DCDS
2016-04-03,23772.23,DCDS
2016-04-04,23759.37,DCDS
2016-04-05,24027.65,DCDS
2016-04-06,24256.75,DCDS
2016-04-07,24484.42,DCDS
2016-04-08,24559.76,DCDS
2016-04-10,24559.06,DCDS
2016-04-11,24739.78,DCDS
2016-04-12,24750.11,DCDS
2016-04-13,24660.35,DCDS
2016-04-14,24688.65,DCDS
2016-04-15,24713.36,DCDS
2016-04-18,24712.46,DCDS
2016-04-19,24345.56,DCDS
2016-04-20,24220.32,DCDS
2016-04-21,24424.56,DCDS
2016-04-22,24775.52,DCDS
2016-04-24,24774.92,DCDS
2016-04-25,24734.87,DCDS
2016-04-26,24880.55,DCDS
2016-04-27,24696.28,DCDS
2016-04-28,24701.25,DCDS
2016-04-29,24843.68,DCDS
2016-04-30,24843.4,DCDS
2016-05-02,24843.68,DCDS
2016-05-03,24842.57,DCDS
2016-05-04,24978.19,DCDS
2016-05-05,25141.32,DCDS
2016-05-06,25157.0,DCDS
2016-05-08,25156.65,DCDS
2016-05-09,25104.12,DCDS
2016-05-10,25088.64,DCDS
2016-05-11,25353.15,DCDS
2016-05-12,25323.76,DCDS
2016-05-13,25291.93,DCDS
2016-05-15,25291.58,DCDS
2016-05-16,25450.17,DCDS
2016-05-17,25675.38,DCDS
2016-05-18,25571.79,DCDS
2016-05-19,25549.92,DCDS
2016-05-20,25521.12,DCDS
2016-05-22,25520.66,DCDS
2016-05-23,25439.83,DCDS
2016-05-24,25451.19,DCDS
2016-05-25,25446.68,DCDS
2016-05-26,25224.44,DCDS
2016-05-27,25455.0,DCDS
2016-05-29,25454.53,DCDS
2016-05-30,25573.18,DCDS
2016-05-31,25648.82,DCDS
2016-06-01,25698.57,DCDS
2016-06-02,25904.06,DCDS
2016-06-03,25934.04,DCDS
2016-06-05,25933.59,DCDS
2016-06-06,25738.79,DCDS
2016-06-07,25923.37,DCDS
2016-06-08,26037.34,DCDS
2016-06-09,26043.98,DCDS
2016-06-10,25990.67,DCDS
2016-06-12,25989.74,DCDS
2016-06-13,25888.1,DCDS
2016-06-14,26043.01,DCDS
2016-06-15,26082.75,DCDS
2016-06-16,26051.98,DCDS
2016-06-17,25909.91,DCDS
2016-06-19,25909.29,DCDS
2016-06-20,26347.25,DCDS
2016-06-21,26510.2,DCDS
2016-06-22,26453.76,DCDS
2016-06-23,26689.71,DCDS
2016-06-24,26447.97,DCDS
2016-06-26,26447.3,DCDS
2016-06-27,26437.16,DCDS
2016-06-28,26580.13,DCDS
2016-06-29,26816.22,DCDS
2016-06-30,26949.32,DCDS
2016-07-01,27172.83,DCDS
2016-07-03,27172.08,DCDS
2016-07-04,27522.42,DCDS
2016-07-05,27517.15,DCDS
2016-07-06,27593.0,DCDS
2016-07-07,28118.85,DCDS
2016-07-08,28174.86,DCDS
2016-07-10,28173.39,DCDS
2016-07-11,27784.82,DCDS
2016-07-12,27943.98,DCDS
2016-07-13,28292.1,DCDS
2016-07-14,28052.98,DCDS
2016-07-15,27974.19,DCDS
2016-07-17,27973.87,DCDS
2016-07-18,28230.38,DCDS
2016-07-19,28044.27,DCDS
2016-07-20,27902.06,DCDS
2016-07-21,27843.4,DCDS
2016-07-22,27542.87,DCDS
2016-07-24,27543.18,DCDS
2016-07-25,27476.39,DCDS
2016-07-26,27528.2,DCDS
2016-07-27,27747.38,DCDS
2016-07-28,27888.35,DCDS
2016-07-29,27907.7,DCDS
2016-07-31,27907.9,DCDS
2016-08-01,27676.55,DCDS
2016-08-02,27357.77,DCDS
2016-08-03,27308.29,DCDS
2016-08-04,27329.74,DCDS
2016-08-05,27341.51,DCDS
2016-08-07,27341.87,DCDS
2016-08-08,27413.48,DCDS
2016-08-09,27661.99,DCDS
2016-08-10,27922.85,DCDS
2016-08-11,28276.69,DCDS
2016-08-12,28142.82,DCDS
2016-08-14,28143.34,DCDS
2016-08-15,28272.94,DCDS
2016-08-16,28407.13,DCDS
2016-08-17,28696.09,DCDS
2016-08-18,28832.23,DCDS
2016-08-19,28819.25,DCDS
2016-08-21,28819.26,DCDS
2016-08-22,28561.15,DCDS
2016-08-23,28778.15,DCDS
2016-08-24,28774.14,DCDS
2016-08-25,28758.52,DCDS
2016-08-26,28992.67,DCDS
2016-08-28,28992.13,DCDS
2016-08-29,28920.9,DCDS
2016-08-30,29106.51,DCDS
2016-08-31,29333.94,DCDS
2016-09-01,29231.08,DCDS
2016-09-04,29228.79,DCDS
2016-09-05,29158.21,DCDS
2016-09-06,29100.06,DCDS
2016-09-07,29080.47,DCDS
2016-09-08,29247.01,DCDS
2016-09-09,29147.66,DCDS
2016-09-11,29146.63,DCDS
2016-09-12,28809.65,DCDS
2016-09-13,28938.38,DCDS
2016-09-14,28909.38,DCDS
2016-09-15,28866.26,DCDS
2016-09-16,28670.83,DCDS
2016-09-18,28669.42,DCDS
2016-09-19,28669.98,DCDS
2016-09-20,28739.32,DCDS
2016-09-21,28854.49,DCDS
2016-09-22,29012.27,DCDS
2016-09-23,29157.07,DCDS
2016-09-25,29156.44,DCDS
2016-09-26,29250.9,DCDS
2016-09-27,29298.3,DCDS
2016-09-28,29367.52,DCDS
2016-09-29,29392.22,DCDS
2016-09-30,29260.09,DCDS
2016-10-02,29259.38,DCDS
2016-10-03,29210.65,DCDS
2016-10-04,29106.99,DCDS
2016-10-05,29124.49,DCDS
2016-10-06,29173.79,DCDS
2016-10-09,29005.31,DCDS
2016-10-10,28704.89,DCDS
2016-10-11,28910.21,DCDS
2016-10-12,28920.01,DCDS
2016-10-13,29040.88,DCDS
2016-10-16,29067.04,DCDS
2016-10-17,28806.11,DCDS
2016-10-18,28902.17,DCDS
2016-10-19,29057.5,DCDS
2016-10-20,29079.0,DCDS
2016-10-23,29016.85,DCDS
2016-10-24,28651.48,DCDS
2016-10-25,28500.35,DCDS
2016-10-26,28479.39,DCDS
2016-10-27,28559.01,DCDS
2016-10-30,28674.39,DCDS
2016-10-31,28525.75,DCDS
2016-11-01,28596.68,DCDS
2016-11-02,28409.08,DCDS
2016-11-03,28378.52,DCDS
2016-11-06,28359.27,DCDS
2016-11-07,28527.62,DCDS
2016-11-08,28588.03,DCDS
2016-11-09,28420.25,DCDS
2016-11-10,28580.06,DCDS
2016-11-13,28617.25,DCDS
2016-11-14,28411.03,DCDS
2016-11-15,28352.07,DCDS
2016-11-16,28358.29,DCDS
2016-11-17,28366.39,DCDS
2016-11-20,28267.38,DCDS
2016-11-21,28309.52,DCDS
2016-11-22,28537.21,DCDS
2016-11-23,28424.38,DCDS
2016-11-24,28344.63,DCDS
2016-11-25,28307.69,DCDS
2016-11-27,28486.31,DCDS
2016-11-28,28142.25,DCDS
2016-11-29,28196.97,DCDS
2016-11-30,28497.08,DCDS
2016-12-01,28508.92,DCDS
2016-12-04,28474.02,DCDS
2016-12-05,28189.17,DCDS
2016-12-06,27884.58,DCDS
2016-12-07,27792.88,DCDS
2016-12-08,27971.8,DCDS
2016-12-11,28108.47,DCDS
2016-12-12,27870.12,DCDS
2016-12-13,27754.41,DCDS
2016-12-14,27922.35,DCDS
2016-12-15,27799.43,DCDS
2016-12-18,27971.05,DCDS
2016-12-19,27868.84,DCDS
2016-12-20,27710.94,DCDS
2016-12-21,27806.35,DCDS
2016-12-22,27653.06,DCDS
2016-12-25,27677.8,DCDS
2016-12-26,27759.5,DCDS
2016-12-27,27860.61,DCDS
2016-12-28,27959.18,DCDS
2016-12-29,27993.4,DCDS
2016-12-31,28148.66,DCDS
2017-01-01,28146.87,DCDS
2017-01-02,28146.87,DCDS
2017-01-03,28146.87,DCDS
2017-01-04,28365.35,DCDS
2017-01-05,28440.24,DCDS
2017-01-06,28441.33,DCDS
2017-01-09,28506.24,DCDS
2017-01-10,28674.42,DCDS
2017-01-11,28696.13,DCDS
2017-01-12,28879.76,DCDS
2017-01-13,28817.91,DCDS
2017-01-16,28731.85,DCDS
2017-01-17,28525.5,DCDS
2017-01-18,28604.33,DCDS
2017-01-19,28556.33,DCDS
2017-01-20,28531.82,DCDS
2017-01-23,28655.0,DCDS
2017-01-24,28658.38,DCDS
2017-01-25,28705.19,DCDS
2017-01-27,28907.61,DCDS
2017-02-02,28903.72,DCDS
2017-02-03,29168.21,DCDS
2017-02-06,29038.17,DCDS
2017-02-07,29058.77,DCDS
2017-02-08,29133.62,DCDS
2017-02-09,29121.57,DCDS
2017-02-10,29163.28,DCDS
2017-02-13,29197.42,DCDS
2017-02-14,29376.6,DCDS
2017-02-15,29414.0,DCDS
2017-02-16,29456.58,DCDS
2017-02-17,29468.55,DCDS
2017-02-20,29320.36,DCDS
2017-02-21,29311.85,DCDS
2017-02-22,29498.89,DCDS
2017-02-23,29449.11,DCDS
2017-02-24,29491.7,DCDS
2017-02-27,29422.8,DCDS
2017-02-28,29621.94,DCDS
2017-03-01,29437.25,DCDS
2017-03-02,29486.64,DCDS
2017-03-03,29520.9,DCDS
2017-03-06,29586.18,DCDS
2017-03-07,29602.88,DCDS
2017-03-08,29646.01,DCDS
2017-03-09,29811.96,DCDS
2017-03-10,29888.43,DCDS
2017-03-13,29806.69,DCDS
2017-03-14,29732.83,DCDS
2017-03-15,29951.03,DCDS
2017-03-16,29884.62,DCDS
2017-03-17,29938.48,DCDS
2017-03-20,29832.83,DCDS
2017-03-21,30079.47,DCDS
2017-03-22,30280.13,DCDS
2017-03-23,30117.4,DCDS
2017-03-24,30295.62,DCDS
2017-03-27,30418.0,DCDS
2017-03-28,30442.63,DCDS
2017-03-29,30389.75,DCDS
2017-03-30,30380.15,DCDS
2017-03-31,30414.17,DCDS
2017-04-03,30427.99,DCDS
2017-04-04,30442.09,DCDS
2017-04-05,30480.84,DCDS
2017-04-07,30387.5,DCDS
2017-04-10,30414.87,DCDS
2017-04-11,30501.67,DCDS
2017-04-12,30583.53,DCDS
2017-04-13,30402.56,DCDS
2017-04-14,30302.08,DCDS
2017-04-17,30025.3,DCDS
2017-04-18,29788.53,DCDS
2017-04-19,29878.79,DCDS
2017-04-20,30121.76,DCDS
2017-04-21,30023.33,DCDS
2017-04-24,30060.18,DCDS
2017-04-25,30038.51,DCDS
2017-04-26,29892.52,DCDS
2017-04-27,30016.89,DCDS
2017-04-28,30198.55,DCDS
2017-05-03,30236.02,DCDS
2017-05-04,30320.35,DCDS
2017-05-05,30555.93,DCDS
2017-05-08,30551.33,DCDS
2017-05-09,30474.87,DCDS
2017-05-10,30655.36,DCDS
2017-05-11,30603.55,DCDS
2017-05-12,30581.46,DCDS
2017-05-15,30626.83,DCDS
2017-05-16,30738.03,DCDS
2017-05-17,30567.21,DCDS
2017-05-18,30752.5,DCDS
2017-05-19,30632.03,DCDS
2017-05-22,30744.23,DCDS
2017-05-23,30999.27,DCDS
2017-05-24,30997.06,DCDS
2017-05-25,31283.78,DCDS
2017-05-26,31193.01,DCDS
2017-05-29,31302.29,DCDS
2017-05-30,31389.67,DCDS
2017-05-31,31155.52,DCDS
2017-06-01,31194.35,DCDS
2017-06-02,31399.76,DCDS
2017-06-05,31387.61,DCDS
2017-06-06,31486.39,DCDS
2017-06-07,31710.18,DCDS
2017-06-08,31822.83,DCDS
2017-06-09,31964.51,DCDS
2017-06-12,31932.81,DCDS
2017-06-13,31811.43,DCDS
2017-06-14,31985.96,DCDS
2017-06-15,32111.3,DCDS
2017-06-16,32130.62,DCDS
2017-06-19,32137.57,DCDS
2017-06-20,32251.26,DCDS
2017-06-21,32308.06,DCDS
2017-06-22,32262.94,DCDS
2017-06-23,32361.98,DCDS
2017-06-26,32558.23,DCDS
2017-06-27,32577.0,DCDS
2017-06-28,32336.53,DCDS
2017-06-29,32466.19,DCDS
2017-06-30,32585.91,DCDS
2017-07-03,32774.24,DCDS
2017-07-04,32756.49,DCDS
2017-07-05,32703.16,DCDS
2017-07-06,32741.83,DCDS
2017-07-07,32844.3,DCDS
2017-07-10,32763.03,DCDS
2017-07-11,32440.08,DCDS
2017-07-12,32444.23,DCDS
2017-07-13,32654.0,DCDS
2017-07-14,32733.56,DCDS
2017-07-17,32554.52,DCDS
2017-07-18,32173.88,DCDS
2017-07-19,32194.92,DCDS
2017-07-20,32162.49,DCDS
2017-07-21,32058.77,DCDS
2017-07-24,31703.4,DCDS
2017-07-25,31766.5,DCDS
2017-07-26,32058.67,DCDS
2017-07-27,32335.65,DCDS
2017-07-28,32263.52,DCDS
2017-07-31,32516.68,DCDS
2017-08-01,32521.18,DCDS
2017-08-02,32598.69,DCDS
2017-08-03,32485.4,DCDS
2017-08-04,32608.5,DCDS
2017-08-07,32804.02,DCDS
2017-08-08,32989.3,DCDS
2017-08-09,32766.79,DCDS
2017-08-10,32336.12,DCDS
2017-08-11,32678.14,DCDS
2017-08-14,32706.16,DCDS
2017-08-15,32953.51,DCDS
2017-08-16,32882.22,DCDS
2017-08-17,32985.55,DCDS
2017-08-18,32740.25,DCDS
2017-08-21,32672.2,DCDS
2017-08-22,32635.14,DCDS
2017-08-23,32441.39,DCDS
2017-08-24,32474.12,DCDS
2017-08-25,32631.07,DCDS
2017-08-28,32649.78,DCDS
2017-08-29,32815.85,DCDS
2017-08-30,32790.49,DCDS
2017-08-31,32930.22,DCDS
2017-09-01,32994.92,DCDS
2017-09-05,33122.33,DCDS
2017-09-06,33138.49,DCDS
2017-09-07,33177.12,DCDS
2017-09-08,33214.76,DCDS
2017-09-11,33243.12,DCDS
2017-09-12,33021.69,DCDS
2017-09-13,33192.91,DCDS
2017-09-14,33566.32,DCDS
2017-09-15,33534.73,DCDS
2017-09-18,33564.98,DCDS
2017-09-19,33649.01,DCDS
2017-09-20,33683.06,DCDS
2017-09-21,33787.85,DCDS
2017-09-22,33827.54,DCDS
2017-09-25,34074.72,DCDS
2017-09-26,34129.03,DCDS
2017-09-27,34201.07,DCDS
2017-09-28,33969.64,DCDS
2017-09-29,34075.98,DCDS
2017-10-02,34215.69,DCDS
2017-10-03,34165.18,DCDS
2017-10-04,34042.3,DCDS
2017-10-05,34507.35,DCDS
2017-10-06,34344.5,DCDS
2017-10-09,34494.81,DCDS
2017-10-10,34662.32,DCDS
2017-10-11,34961.96,DCDS
2017-10-12,35024.02,DCDS
2017-10-13,35104.95,DCDS
2017-10-16,35308.13,DCDS
2017-10-17,35391.42,DCDS
2017-10-18,35633.38,DCDS
2017-10-19,35490.56,DCDS
2017-10-20,35533.9,DCDS
2017-10-23,35175.77,DCDS
2017-10-24,34792.37,DCDS
2017-10-25,34994.41,DCDS
2017-10-26,35248.07,DCDS
2017-10-27,35107.89,DCDS
2017-10-30,35279.82,DCDS
2017-10-31,35197.61,DCDS
2017-11-01,35069.14,DCDS
2017-11-02,35039.82,DCDS
2017-11-03,34382.72,DCDS
2017-11-06,34778.38,DCDS
2017-11-07,35137.69,DCDS
2017-11-08,35120.59,DCDS
2017-11-09,35626.1,DCDS
2017-11-10,35804.96,DCDS
2017-11-13,36198.8,DCDS
2017-11-14,36563.92,DCDS
2017-11-15,36851.94,DCDS
2017-11-16,37018.68,DCDS
2017-11-17,37395.54,DCDS
2017-11-20,37262.13,DCDS
2017-11-21,37600.08,DCDS
2017-11-22,37709.9,DCDS
2017-11-23,38151.59,DCDS
2017-11-24,38292.65,DCDS
2017-11-27,38478.37,DCDS
2017-11-28,38372.81,DCDS
2017-11-29,38478.07,DCDS
2017-11-30,38983.74,DCDS
2017-12-01,39133.5,DCDS
2017-12-04,39387.2,DCDS
2017-12-05,39753.69,DCDS
2017-12-06,39028.64,DCDS
2017-12-07,38847.32,DCDS
2017-12-08,39041.05,DCDS
2017-12-11,38879.85,DCDS
2017-12-12,38301.56,DCDS
2017-12-13,38387.2,DCDS
2017-12-14,38229.54,DCDS
2017-12-15,38766.28,DCDS
2017-12-18,39204.23,DCDS
2017-12-19,39612.9,DCDS
2017-12-20,39485.73,DCDS
2017-12-21,39425.58,DCDS
2017-12-22,39269.09,DCDS
2017-12-25,39684.5,DCDS
2017-12-26,39663.93,DCDS
2017-12-27,39833.3,DCDS
2017-12-28,39936.23,DCDS
2017-12-29,40334.81,DCDS
2018-01-01,40770.18,DCDS
2018-01-02,40768.7,DCDS
2018-01-03,41429.32,DCDS
2018-01-04,41533.55,DCDS
2018-01-05,41962.73,DCDS
2018-01-08,42075.96,DCDS
2018-01-09,42495.63,DCDS
2018-01-10,42833.37,DCDS
2018-01-11,42913.7,DCDS
2018-01-12,42926.38,DCDS
2018-01-15,42842.66,DCDS
2018-01-16,43181.96,DCDS
2018-01-17,43220.19,DCDS
2018-01-18,42408.05,DCDS
2018-01-19,42841.74,DCDS
2018-01-22,43288.05,DCDS
2018-01-23,44123.17,DCDS
2018-01-24,44315.76,DCDS
2018-01-25,44290.52,DCDS
2018-01-26,44840.82,DCDS
2018-01-29,44984.03,DCDS
2018-01-30,44680.67,DCDS
2018-01-31,44947.73,DCDS
2018-02-01,44872.67,DCDS
2018-02-02,44599.11,DCDS
2018-02-05,44783.01,DCDS
2018-02-06,43024.23,DCDS
2018-02-07,41722.22,DCDS
2018-02-08,42936.0,DCDS
2018-02-09,42485.69,DCDS
2018-02-12,42207.24,DCDS
2018-02-13,43382.85,DCDS
2018-02-16,44166.36,DCDS
2018-02-21,44157.54,DCDS
2018-02-22,44881.73,DCDS
2018-02-23,44391.29,DCDS
2018-02-26,45124.68,DCDS
2018-02-27,45146.83,DCDS
2018-02-28,45495.29,DCDS
2018-03-01,45717.84,DCDS
2018-03-02,45728.96,DCDS
2018-03-05,46097.62,DCDS
2018-03-06,45171.94,DCDS
2018-03-07,46186.47,DCDS
2018-03-08,45751.0,DCDS
2018-03-09,46231.94,DCDS
2018-03-12,46304.92,DCDS
2018-03-13,46391.1,DCDS
2018-03-14,46556.4,DCDS
2018-03-15,46627.92,DCDS
2018-03-16,46527.58,DCDS
2018-03-19,47051.61,DCDS
2018-03-20,47377.65,DCDS
2018-03-21,47600.29,DCDS
2018-03-22,47675.55,DCDS
2018-03-23,47664.94,DCDS
2018-03-26,47002.43,DCDS
2018-03-27,47619.65,DCDS
2018-03-28,47833.01,DCDS
2018-03-29,47917.01,DCDS
2018-03-30,47868.68,DCDS
2018-04-01,48260.36,DCDS
2018-04-02,48258.35,DCDS
2018-04-03,48984.85,DCDS
2018-04-04,48678.67,DCDS
2018-04-05,48825.42,DCDS
2018-04-06,48962.75,DCDS
2018-04-09,49162.07,DCDS
2018-04-10,49328.49,DCDS
2018-04-11,49190.14,DCDS
2018-04-12,48183.1,DCDS
2018-04-13,48446.54,DCDS
2018-04-16,47899.96,DCDS
2018-04-17,47647.52,DCDS
2018-04-18,47802.79,DCDS
2018-04-19,47332.24,DCDS
2018-04-20,45944.72,DCDS
2018-04-23,46688.42,DCDS
2018-04-24,45119.73,DCDS
2018-04-26,45027.49,DCDS
2018-04-27,43658.66,DCDS
2018-05-01,44194.98,DCDS
2018-05-02,44193.17,DCDS
2018-05-03,43649.62,DCDS
2018-05-04,43733.78,DCDS
2018-05-07,43699.39,DCDS
2018-05-08,45062.58,DCDS
2018-05-09,44756.15,DCDS
2018-05-10,44423.94,DCDS
2018-05-11,43449.77,DCDS
2018-05-14,44058.49,DCDS
2018-05-15,44427.64,DCDS
2018-05-16,44507.02,DCDS
2018-05-17,43818.7,DCDS
2018-05-18,43240.46,DCDS
2018-05-21,43422.01,DCDS
2018-05-22,42912.22,DCDS
2018-05-23,41867.17,DCDS
2018-05-24,42056.03,DCDS
2018-05-25,41811.92,DCDS
2018-05-28,41043.86,DCDS
2018-05-29,39406.08,DCDS
2018-05-30,40385.73,DCDS
2018-05-31,40331.49,DCDS
2018-06-01,41256.12,DCDS
2018-06-04,41971.9,DCDS
2018-06-05,42507.28,DCDS
2018-06-06,42695.9,DCDS
2018-06-07,43220.17,DCDS
2018-06-08,43392.38,DCDS
2018-06-11,43738.09,DCDS
2018-06-12,43874.51,DCDS
2018-06-13,43129.62,DCDS
2018-06-14,43296.05,DCDS
2018-06-15,42806.42,DCDS
2018-06-18,42922.4,DCDS
2018-06-19,41573.67,DCDS
2018-06-20,40413.3,DCDS
2018-06-21,41186.79,DCDS
2018-06-22,40789.24,DCDS
2018-06-25,41448.47,DCDS
2018-06-26,41579.54,DCDS
2018-06-27,41256.74,DCDS
2018-06-28,40583.39,DCDS
2018-06-29,39819.95,DCDS
2018-07-01,39670.84,DCDS
2018-07-02,39670.18,DCDS
2018-07-03,38784.51,DCDS
2018-07-04,37339.3,DCDS
2018-07-05,37842.75,DCDS
2018-07-06,37328.07,DCDS
2018-07-09,38271.74,DCDS
2018-07-10,38038.58,DCDS
2018-07-11,38128.96,DCDS
2018-07-12,37179.02,DCDS
2018-07-13,37370.5,DCDS
2018-07-16,37948.65,DCDS
2018-07-17,38166.39,DCDS
2018-07-18,38742.17,DCDS
2018-07-19,39365.83,DCDS
2018-07-20,39329.94,DCDS
2018-07-23,39281.47,DCDS
2018-07-24,38965.03,DCDS
2018-07-25,38651.2,DCDS
2018-07-26,38374.83,DCDS
2018-07-27,38432.64,DCDS
2018-07-30,38841.25,DCDS
2018-07-31,39306.14,DCDS
2018-08-01,39470.73,DCDS
2018-08-02,39243.59,DCDS
2018-08-03,39320.43,DCDS
2018-08-06,39314.05,DCDS
2018-08-07,39146.13,DCDS
2018-08-08,39068.45,DCDS
2018-08-09,39393.01,DCDS
2018-08-10,39509.86,DCDS
2018-08-13,39639.27,DCDS
2018-08-14,40001.92,DCDS
2018-08-15,40119.96,DCDS
